,State,Type,Name,Office,Party,Status,Incumbent,Election_Status,Election
5187,Michigan,Unknown,Rudy Howard,Michigan House of Representatives District 96,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5188,Michigan,Unknown,Gregory Alexander,Michigan House of Representatives District 98,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5189,Michigan,Unknown,April Osentoski,Michigan House of Representatives District 98,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5190,Michigan,Unknown,Owen Suhy,Michigan House of Representatives District 104,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5191,Michigan,Unknown,Todd Smalenberg,Michigan House of Representatives District 106,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5192,Michigan,Unknown,Jenn Hill,Michigan House of Representatives District 109,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5193,Michigan,Unknown,Karl Bohnak,Michigan House of Representatives District 109,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5194,Michigan,Unknown,Burt Mason,Michigan House of Representatives District 109,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5195,Michigan,Unknown,Margaret Brumm,Michigan House of Representatives District 109,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5196,Michigan,Unknown,Randy Girard,Michigan House of Representatives District 109,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5197,Michigan,Unknown,Andrew Fink,Michigan Supreme Court2 seats,Republican,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5198,Michigan,Unknown,Kirsten Frank Kelly,Michigan 1st District Court of Appeals2 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5199,Michigan,Unknown,Michael Riordan,Michigan 1st District Court of Appeals2 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5200,Michigan,Unknown,Adrienne Young,Michigan 2nd District Court of Appeals,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5201,Michigan,Unknown,Philip Mariani,Michigan 3rd District Court of Appeals2 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5202,Michigan,Unknown,Christopher P. Yates,Michigan 3rd District Court of Appeals2 seats,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5203,Michigan,Unknown,Allie Greenleaf Maldonado,Michigan 4th District Court of Appeals(Special election),Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5204,Michigan,Unknown,Stephen L. Borrello,Michigan 4th District Court of Appeals,Nonpartisan,On the BallotPrimary,Y,On the Ballot,Primary
5205,Michigan,Local,No candidates available for this race,Wayne County Sheriff,,,N,,NA
5206,Michigan,Local,Lucy Ebel,Ottawa County Board of Commissioners District 2(Special election),Republican,On the BallotGeneral,Y,On the Ballot,General
5207,Michigan,Local,Christian Kleinjans,Ottawa County Board of Commissioners District 2(Special election),Democratic,On the BallotGeneral,N,On the Ballot,General
5208,Michigan,Local,Page Brousseau,Flint City Council Ward 9(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
5209,Michigan,Local,Kathryn Irwin,Flint City Council Ward 9(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
5210,Michigan,Local,Jonathan Jarrett,Flint City Council Ward 9(Special election),Nonpartisan,On the BallotGeneral,N,On the Ballot,General
5211,Michigan,Local,Rachal Gort,"Grant Public School District, At-large(Special election)2 seats",Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
5212,Michigan,Local,Richard Vance,"Grant Public School District, At-large(Special election)2 seats",Nonpartisan,On the BallotGeneral,Y,On the Ballot,General
5213,Michigan,Local,Mindy Conley,"Grant Public School District, At-large(Special election)2 seats",Nonpartisan,On the BallotGeneral,N,On the Ballot,General
5214,Michigan,Local,Lindsay Mahlich,"Grant Public School District, At-large(Special election)2 seats",Nonpartisan,On the BallotGeneral,N,On the Ballot,General
5215,Michigan,Local,Desirae Simmons,Ypsilanti City Council Ward 3(Special election),Democratic,On the BallotGeneral,Y,On the Ballot,General
5216,Michigan,Local,Rod Johnson,Ypsilanti City Council Ward 3(Special election),Independent,On the BallotGeneral,N,On the Ballot,General
5217,Michigan,Local,Robert Barron,Delta County Board of Commissioners District 3(Special election),Republican,On the BallotGeneral,Y,On the Ballot,General
5218,Michigan,Local,Myra Croasdell,Delta County Board of Commissioners District 3(Special election),No Party Affiliation,On the BallotGeneral,N,On the Ballot,General
5219,Michigan,Local,David Moyle,Delta County Board of Commissioners District 4(Special election),Republican,On the BallotGeneral,Y,On the Ballot,General
5220,Michigan,Local,Kelli vanGinhoven,Delta County Board of Commissioners District 4(Special election),Democratic,On the BallotGeneral,N,On the Ballot,General
5221,Michigan,Local,Robert Petersen,Delta County Board of Commissioners District 5(Special election),Republican,On the BallotGeneral,Y,On the Ballot,General
5222,Michigan,Local,Matthew Jensen,Delta County Board of Commissioners District 5(Special election),No Party Affiliation,On the BallotGeneral,N,On the Ballot,General
5223,Minnesota,Federal,Amy Klobuchar,U.S. Senate Minnesota,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5224,Minnesota,Federal,John Berman,U.S. Senate Minnesota,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5225,Minnesota,Federal,Joe Fraser,U.S. Senate Minnesota,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5226,Minnesota,Federal,David Hilbrich,U.S. Senate Minnesota,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5227,Minnesota,Federal,Patrick Munro,U.S. Senate Minnesota,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5228,Minnesota,Federal,Mike Ruoho,U.S. Senate Minnesota,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5229,Minnesota,Federal,Royce White,U.S. Senate Minnesota,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5230,Minnesota,Federal,Derek Logan,U.S. Senate Minnesota,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5231,Minnesota,Federal,Joyce Lacey,U.S. Senate Minnesota,Independence-Alliance Party of Minnesota,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5232,Minnesota,Federal,Brad Finstad,U.S. House Minnesota District 1,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5233,Minnesota,Federal,Rachel Bohman,U.S. House Minnesota District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5234,Minnesota,Federal,Angie Craig,U.S. House Minnesota District 2,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5235,Minnesota,Federal,Mike Murphy,U.S. House Minnesota District 2,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5236,Minnesota,Federal,Tayler Rahm,U.S. House Minnesota District 2,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5237,Minnesota,Federal,Joe Teirab,U.S. House Minnesota District 2,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5238,Minnesota,Federal,Blaize Harty,U.S. House Minnesota District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5239,Minnesota,Federal,Tad Jude,U.S. House Minnesota District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5240,Minnesota,Federal,Brad Kohler,U.S. House Minnesota District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5241,Minnesota,Federal,James Page,U.S. House Minnesota District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5242,Minnesota,Federal,Quentin Wittrock,U.S. House Minnesota District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5243,Minnesota,Federal,Kelly Morrison,U.S. House Minnesota District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5244,Minnesota,Federal,Betty McCollum,U.S. House Minnesota District 4,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5245,Minnesota,Federal,Mike Casey,U.S. House Minnesota District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5246,Minnesota,Federal,May Lor Xiong,U.S. House Minnesota District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5247,Minnesota,Federal,Ilhan Omar,U.S. House Minnesota District 5,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5248,Minnesota,Federal,Dalia al-Aqidi,U.S. House Minnesota District 5,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5249,Minnesota,Federal,Sarah Gad,U.S. House Minnesota District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5250,Minnesota,Federal,Tim Peterson,U.S. House Minnesota District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5251,Minnesota,Federal,Don Samuels,U.S. House Minnesota District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5252,Minnesota,Federal,Shujaa Tongrit-Green,U.S. House Minnesota District 5,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5253,Minnesota,Federal,Tom Emmer,U.S. House Minnesota District 6,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5254,Minnesota,Federal,Jeanne Hendricks,U.S. House Minnesota District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5255,Minnesota,Federal,Jay Reeves,U.S. House Minnesota District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5256,Minnesota,Federal,Austin Winkelman,U.S. House Minnesota District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5257,Minnesota,Federal,Michelle Fischbach,U.S. House Minnesota District 7,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5258,Minnesota,Federal,Stephen Boyd,U.S. House Minnesota District 7,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5259,Minnesota,Federal,Annette Watson,U.S. House Minnesota District 7,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5260,Minnesota,Federal,Teresa Muckala,U.S. House Minnesota District 7,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
5261,Minnesota,Federal,Pete Stauber,U.S. House Minnesota District 8,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5262,Minnesota,Federal,Jennifer Schultz,U.S. House Minnesota District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5263,Minnesota,Unknown,Steve Gander,Minnesota House of Representatives District 1B,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5264,Minnesota,Unknown,Travis Johnson,Minnesota House of Representatives District 1B,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5265,Minnesota,Unknown,Bidal Duran,Minnesota House of Representatives District 2A,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5266,Minnesota,Unknown,Matt Bliss,Minnesota House of Representatives District 2B,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5267,Minnesota,Unknown,Roger Skraba,Minnesota House of Representatives District 3A,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5268,Minnesota,Unknown,Harley Droba,Minnesota House of Representatives District 3A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5269,Minnesota,Unknown,Natalie Zeleznikar,Minnesota House of Representatives District 3B,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5270,Minnesota,Unknown,Mark Munger,Minnesota House of Representatives District 3B,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5271,Minnesota,Unknown,Jim Joy,Minnesota House of Representatives District 4B,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5272,Minnesota,Unknown,Ben Davis,Minnesota House of Representatives District 6A,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5273,Minnesota,Unknown,Dave Lislegard,Minnesota House of Representatives District 7B,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5274,Minnesota,Unknown,Cal Warwas,Minnesota House of Representatives District 7B,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5275,Minnesota,Unknown,Pete Johnson,Minnesota House of Representatives District 8A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5276,Minnesota,Unknown,Alicia Kozlowski,Minnesota House of Representatives District 8B,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5277,Minnesota,Unknown,Ron Kresha,Minnesota House of Representatives District 10A,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5278,Minnesota,Unknown,Diane Webb-Skillings,Minnesota House of Representatives District 10A,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5279,Minnesota,Unknown,Jeff Dotseth,Minnesota House of Representatives District 11A,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5280,Minnesota,Unknown,Pete Radosevich,Minnesota House of Representatives District 11A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5281,Minnesota,Unknown,Tim O'Driscoll,Minnesota House of Representatives District 13B,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5282,Minnesota,Unknown,Bernie Perryman,Minnesota House of Representatives District 14A,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5283,Minnesota,Unknown,Abdi Daisane,Minnesota House of Representatives District 14A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5284,Minnesota,Unknown,Dan Wolgamott,Minnesota House of Representatives District 14B,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5285,Minnesota,Unknown,Chris Swedzinski,Minnesota House of Representatives District 15A,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5286,Minnesota,Unknown,Anthony Studemann,Minnesota House of Representatives District 15A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5287,Minnesota,Unknown,No candidates available for this race,Minnesota House of Representatives District 16B,,,N,,NA
5288,Minnesota,Unknown,Jeff Brand,Minnesota House of Representatives District 18A,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5289,Minnesota,Unknown,Erica De Leon,Minnesota House of Representatives District 18A,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5290,Minnesota,Unknown,Dar Vosburg,Minnesota House of Representatives District 18B,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5291,Minnesota,Unknown,Tom Sexton,Minnesota House of Representatives District 19B,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5292,Minnesota,Unknown,Julie Greene,Minnesota House of Representatives District 20A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5293,Minnesota,Unknown,Stephen Doerr,Minnesota House of Representatives District 26A,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5294,Minnesota,Unknown,Aaron Repinski,Minnesota House of Representatives District 26A,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5295,Minnesota,Unknown,Sarah Kruger,Minnesota House of Representatives District 26A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5296,Minnesota,Unknown,Dwayne Voegeli,Minnesota House of Representatives District 26A,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5297,Minnesota,Unknown,Bryan Lawrence,Minnesota House of Representatives District 27B(Special election),Republican,WonGeneral,N,Won,General
5298,Minnesota,Unknown,Rachel Davis,Minnesota House of Representatives District 27B(Special election),Republican,LostPrimary,N,Lost,Primary
5299,Minnesota,Unknown,Brad Brown,Minnesota House of Representatives District 27B(Special election),Democratic,LostGeneral,N,Lost,General
5300,Minnesota,Unknown,James Gordon,Minnesota House of Representatives District 28A,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5301,Minnesota,Unknown,Paul Novotny,Minnesota House of Representatives District 30B,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5302,Minnesota,Unknown,Matt Norris,Minnesota House of Representatives District 32B,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5303,Minnesota,Unknown,Alex Moe,Minnesota House of Representatives District 32B,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
5304,Minnesota,Unknown,Zack Stephenson,Minnesota House of Representatives District 35A,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
5305,Minnesota,Unknown,Kari Rehrauer,Minnesota House of Representatives District 35B,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
